ztf_id,n_total,n_g,n_r,span,max_gap,median_gap,mag_range,frac_imputed
ZTF19aczrmvs,15,7,8,40.941226799972355,9.810810199938715,2.4448322001844645,1.4285560000000004,0.0
ZTF19adafqoe,23,7,16,45.73148139985278,9.791701399721205,1.0451330998912454,1.3521859999999997,0.0
ZTF19adaivcf,148,67,81,75.91568280011415,9.941840299870819,0.024386600125581026,0.9653950000000009,0.0
ZTF19adaiyrd,9,3,6,39.83570610033348,12.952754700090736,2.9716435000300407,2.204623999999999,0.0
ZTF19adajivt,12,6,6,36.789490699768066,9.906608799938112,1.8836341998539865,1.154365000000002,0.0
ZTF19adajqcq,35,14,21,78.01302090007812,13.995497699826956,1.4957233499735594,3.2242180000000005,0.0
ZTF19adajqwl,73,32,41,128.8065625000745,21.948437499813735,0.05656249984167516,3.342102999999998,0.0
ZTF19acyjjni,26,6,20,99.86667819973081,22.01070600003004,3.931018500123173,1.1966660000000005,0.0
ZTF19acyqdxa,16,5,11,48.882488400209695,9.92871529981494,2.9290740001015365,1.0255069999999975,0.0
ZTF20aacbyec,66,33,33,165.75945599982515,20.916689900215715,1.0139120002277195,3.485394999999997,0.0
ZTF19adbmwto,11,4,7,48.002152800094336,15.957117999903858,3.5486979002598673,1.5628990000000016,0.0
ZTF20aabqamf,15,6,9,53.98922450002283,16.859548599924892,3.008929400006309,2.139094,0.0
ZTF19adcfsad,20,8,12,67.85921290004626,12.020092600025237,3.0738193998113275,2.4910110000000003,0.0
ZTF19adcecwu,128,66,62,195.73917820025235,26.971770799718797,0.17701390013098717,5.0649809999999995,0.0
ZTF19adbnfne,29,13,16,45.01863420009613,9.936469899956137,0.9407870001159608,2.0688949999999977,0.0
